userid,activity_count,login_count,resources_viewed,days_inactive,average_grade,assignments_submitted,forum_posts,completion_rate,quiz_attempts_count
46671,30,1.0,24.0,1298,14.33333,0,0,0.0,1
46672,487,79.0,383.0,87,11.875,0,0,1.0,2
46673,114,3.0,93.0,1296,9.166665,0,0,0.0,3
46674,56,2.0,47.0,1298,20.0,0,0,0.0,1
46675,647,47.0,574.0,174,6.4,7,0,1.0,3
46676,92,3.0,79.0,1298,11.541665,0,0,1.0,2
46677,83,4.0,71.0,1298,18.33333,0,0,1.0,1
46678,62,5.0,47.0,1278,10.583335,0,0,0.0,2
46679,47,2.0,35.0,1298,10.12698,0,0,0.0,2
46680,46,1.0,41.0,1298,18.33333,0,0,0.0,1
46681,247,30.0,203.0,39,9.541665,3,0,1.0,2
46683,100,2.0,85.0,1298,11.208335,0,0,0.0,3
46684,8488,5081.0,3392.0,1298,11.375,0,0,0.0,3
46685,116,5.0,101.0,1298,11.875,0,0,1.0,2
46686,104,5.0,88.0,1298,9.916665,0,0,0.0,2
46687,110,7.0,89.0,1298,11.875,0,0,0.0,2
46688,70,5.0,50.0,1298,12.666665,0,0,1.0,3
46689,44,2.0,31.0,1298,10.416665,0,0,0.0,2
46690,45,1.0,39.0,1298,17.0,0,0,0.0,1
46692,64,5.0,45.0,1298,11.375,0,0,1.0,3
46693,111,3.0,96.0,1297,11.375,0,0,0.0,3
46694,175,7.0,149.0,1298,14.166665,0,0,1.0,4
46695,104,7.0,78.0,1298,13.666665,0,0,1.0,5
46696,58,2.0,46.0,1298,9.75,0,0,1.0,2
46697,37,1.0,29.0,1298,17.0,0,0,0.0,1
46698,79,3.0,63.0,1298,14.166665,0,0,1.0,3
46699,305,22.0,252.0,523,16.5,2,0,1.0,5
46700,73,6.0,57.0,1298,11.333335,0,0,0.0,2
46701,58,3.0,43.0,1298,8.041665,0,0,1.0,2
46702,3170,1886.0,1266.0,169,14.5,5,0,1.0,2
46703,192,10.0,166.0,1298,14.166665,0,0,0.0,4
46704,114,5.0,98.0,1298,9.708335,0,0,0.5,2
46705,108,9.0,84.0,1298,11.958335,0,0,1.0,3
46706,88,6.0,72.0,1298,10.041665,0,0,0.0,2
46707,90,1.0,73.0,1298,16.0,0,0,1.0,3
46708,49,2.0,37.0,1298,8.541665,0,0,0.0,2
46709,89,3.0,73.0,1298,10.166665,0,0,1.0,2
46710,105,8.0,82.0,1298,10.375,0,0,0.5,3
46711,36,2.0,27.0,1298,20.0,0,0,1.0,1
46712,48,3.0,34.0,1298,13.125,0,0,1.0,2
46713,117,4.0,98.0,1298,11.375,0,0,0.0,3
46714,74,5.0,58.0,1297,11.875,0,0,0.5,2
46715,118,6.0,100.0,1298,11.25,0,0,1.0,3
46716,34,3.0,24.0,1298,18.66667,0,0,0.0,1
46717,86,4.0,64.0,1298,12.25,0,0,1.0,3
46718,84,3.0,73.0,1298,19.33333,0,0,0.0,1
46719,96,3.0,83.0,1298,9.708335,0,0,1.0,2
46720,110,7.0,91.0,1298,10.875,0,0,0.0,4
46721,103,8.0,80.0,1297,8.625,0,0,1.0,3
46722,11,2.0,8.0,1297,0.0,0,0,0.0,0
46724,58,4.0,37.0,1296,13.708335,0,0,0.0,3
46725,72,3.0,56.0,1298,13.5,0,0,1.0,3
46726,55,3.0,42.0,1298,11.541665,0,0,0.0,2
46727,74,4.0,58.0,1298,11.041665,0,0,0.0,2
46728,101,4.0,81.0,1298,12.041665,0,0,1.0,4
46729,100,6.0,87.0,777,16.66667,0,0,0.5,1
46730,62,2.0,46.0,1298,11.666665,0,0,1.0,3
46731,154,2.0,142.0,1298,9.166665,0,0,0.0,2
46732,78,8.0,57.0,1298,10.875,0,0,1.0,2
46733,84,3.0,67.0,1298,13.833335,0,0,0.0,3
46735,106,9.0,83.0,1297,12.333335,0,0,0.5,3
46736,159,8.0,133.0,1298,11.633332,0,0,1.0,4
46737,124,3.0,103.0,1298,15.0,0,0,0.0,3
46738,91,11.0,63.0,1298,10.541665,0,0,1.0,2
46739,43,2.0,31.0,1298,11.208335,0,0,0.0,2
46740,60,8.0,43.0,1297,11.875,0,0,0.0,2
46741,46,5.0,31.0,1298,8.708335,0,0,0.0,2
46742,90,4.0,68.0,1298,14.666665,0,0,1.0,4
46743,60,4.0,44.0,1298,10.541665,0,0,0.0,2
46744,90,8.0,61.0,1296,14.5,0,0,1.0,3
46745,4,2.0,0.0,999,0.0,0,0,0.0,0
46746,238,15.0,203.0,1297,14.666665,0,0,0.5,4
46747,112,5.0,94.0,1298,9.791665,0,0,1.0,2
46748,137,9.0,101.0,1295,14.5,0,0,0.0,6
46749,113,3.0,100.0,1298,10.041665,0,0,0.0,2
46750,99,2.0,86.0,1298,9.541665,0,0,1.0,2
46751,67,6.0,48.0,1298,12.708335,0,0,0.0,3
46752,93,3.0,75.0,1295,13.125,0,0,0.0,4
46753,92,4.0,71.0,1291,13.5,0,0,1.0,3
46754,58,5.0,41.0,1297,9.015873333,0,0,1.0,2
46756,60,5.0,45.0,1278,7.875,0,0,0.0,2
46757,44,3.0,32.0,1298,9.041665,0,0,1.0,2
46758,346,22.0,288.0,521,18.666665714,2,0,0.5,6
46759,493,41.0,433.0,111,20.4,2,0,0.6,3
46760,73,5.0,55.0,1298,7.75,0,0,0.0,2
46761,89,6.0,73.0,1298,9.041665,0,0,0.0,2
46762,63,4.0,50.0,1298,19.33333,0,0,0.0,1
46765,69,5.0,51.0,1298,10.875,0,0,1.0,3
46766,102,2.0,90.0,1298,6.75,0,0,0.0,2
46767,45,1.0,38.0,1298,15.66667,0,0,0.0,1
46768,341,29.0,276.0,122,20.983334,2,0,1.0,7
46769,181,10.0,158.0,1291,8.875,0,0,1.0,2
46770,62,3.0,48.0,1272,9.041665,0,0,0.0,2
46771,156,10.0,127.0,1297,14.5,0,0,1.0,3
46773,162,1.0,154.0,1298,18.0,0,0,0.0,1
46774,396,69.0,309.0,67,11.083335,0,0,1.0,2
46775,42,1.0,34.0,1298,19.33333,0,0,0.0,1
46776,54,4.0,38.0,1298,7.875,0,0,0.0,2
46777,483,25.0,439.0,173,14.066665,6,0,1.0,2
46778,47,2.0,36.0,1298,9.041665,0,0,0.0,2
46779,26,1.0,22.0,1298,18.33333,0,0,0.0,1
46780,78,2.0,67.0,1298,9.625,0,0,0.0,2
46781,89,4.0,72.0,1298,11.541665,0,0,1.0,2
46782,206,5.0,187.0,1298,10.875,0,0,0.0,2
46783,64,1.0,58.0,1298,17.33333,0,0,0.0,1
46784,75,4.0,64.0,1298,15.33333,0,0,0.0,1
46785,63,6.0,51.0,1298,16.33333,0,0,0.5,1
46786,74,2.0,62.0,1298,11.25,0,0,1.0,2
46787,109,3.0,98.0,1298,15.66667,0,0,0.0,1
46788,218,4.0,202.0,1278,15.968253333,0,0,0.0,2
46789,126,12.0,101.0,1298,5.916665,0,0,1.0,2
46790,115,2.0,104.0,1298,13.125,0,0,0.0,2
46791,49,1.0,41.0,1298,16.33333,0,0,1.0,1
46793,72,3.0,54.0,1298,12.791665,0,0,1.0,4
46794,110,3.0,96.0,1298,11.208335,0,0,0.0,2
46795,54,5.0,39.0,1298,14.33333,0,0,0.0,1
46798,153,11.0,128.0,1290,8.541665,0,0,1.0,2
46799,67,5.0,50.0,1298,9.916665,0,0,0.0,2
46800,107,4.0,93.0,1298,11.208335,0,0,1.0,2
46801,139,6.0,119.0,1296,10.875,0,0,1.0,3
46802,110,5.0,92.0,1298,8.041665,0,0,0.0,2
46803,115,2.0,103.0,1298,9.041665,0,0,1.0,2
46804,53,4.0,36.0,1280,14.5,0,0,0.0,3
46805,74,2.0,65.0,1298,19.0,0,0,1.0,1
46806,92,7.0,75.0,1296,10.541665,0,0,0.0,2
46807,74,3.0,60.0,1298,4.416665,0,0,1.0,2
46808,92,12.0,65.0,1298,13.083335,0,0,1.0,4
46809,433,33.0,373.0,175,13.11111,6,0,0.9375,3
46810,115,4.0,95.0,1298,20.0,0,0,1.0,1
46811,89,3.0,76.0,1298,7.375,0,0,1.0,2
46812,65,2.0,55.0,1298,14.33333,0,0,1.0,1
46813,113,5.0,94.0,1295,12.333335,0,0,0.0,3
46814,78,4.0,64.0,1296,10.125,0,0,1.0,2
46815,34,1.0,26.0,1298,16.33333,0,0,0.0,1
46816,32,1.0,24.0,1298,19.33333,0,0,1.0,1
46817,101,4.0,81.0,1296,13.041665,0,0,1.0,3
46818,64,3.0,50.0,1298,11.666665,0,0,1.0,2
46819,88,4.0,69.0,1298,14.166665,0,0,1.0,3
46820,127,7.0,108.0,1296,9.708335,0,0,1.0,2
46821,122,9.0,105.0,1296,10.875,0,0,1.0,2
46822,96,6.0,79.0,1295,12.5,0,0,1.0,2
46823,76,6.0,58.0,1296,10.708335,0,0,0.0,2
46824,128,5.0,112.0,66,16.0,2,0,1.0,1
46825,32,1.0,23.0,1298,11.0,0,0,0.0,1
46826,151,14.0,127.0,1166,3.75,0,0,0.0,2
46827,90,5.0,72.0,1295,8.416665,0,0,0.0,2
46828,135,5.0,112.0,1296,10.541665,0,0,0.0,2
46829,84,8.0,65.0,1296,9.583335,0,0,1.0,2
46830,51,2.0,35.0,1298,14.166665,0,0,0.0,3
46831,128,10.0,102.0,1294,15.0,0,0,0.66667,4
46832,76,3.0,61.0,1298,11.875,0,0,1.0,3
46833,75,2.0,53.0,1298,13.666665,0,0,1.0,6
46834,199,9.0,176.0,1298,11.083335,0,0,1.0,3
46835,44,3.0,30.0,1298,7.75,0,0,0.0,2
46836,117,5.0,101.0,1298,11.375,0,0,1.0,2
46837,63,5.0,50.0,1296,17.0,0,0,1.0,1
46838,78,10.0,51.0,1298,10.708335,0,0,0.0,2
46839,78,6.0,62.0,1298,11.375,0,0,0.0,2
