userid,activity_count,login_count,resources_viewed,days_inactive,average_grade,assignments_submitted,forum_posts,completion_rate,quiz_attempts_count
14670,3,1.0,2.0,1843,0.0,0,0,0.0,0
14704,563,57.0,443.0,1604,0.0,6,0,1.0,0
14763,3,1.0,1.0,999,0.0,0,0,0.0,0
14811,7,1.0,4.0,999,0.0,0,0,0.0,0
14902,2,1.0,1.0,999,0.0,0,0,0.0,0
15082,24,1.0,22.0,999,0.0,0,0,0.0,0
15117,12,1.0,7.0,1714,0.0,0,0,0.0,0
15120,503,404.0,55.0,999,0.0,0,0,0.0,0
15307,4,1.0,2.0,999,0.0,0,0,0.0,0
15309,9,1.0,6.0,999,0.0,0,0,0.0,0
15389,1,1.0,0.0,999,0.0,0,0,0.0,0
15395,9,1.0,5.0,999,0.0,0,0,0.0,0
15495,17,1.0,12.0,1578,0.0,0,0,0.0,0
15676,2,1.0,1.0,999,0.0,0,0,0.0,0
15702,2,1.0,1.0,999,0.0,0,0,0.0,0
15771,7,2.0,3.0,999,0.0,0,0,0.0,0
15959,481,70.0,375.0,999,0.0,0,0,1.0,0
16061,39,8.0,31.0,1536,0.0,0,0,1.0,0
16086,20,5.0,10.0,999,0.0,0,0,0.0,0
16098,3,1.0,2.0,999,0.0,0,0,0.0,0
16141,9,2.0,7.0,999,0.0,0,0,0.0,0
16197,373,41.0,298.0,999,0.0,0,0,0.0,0
16255,28,2.0,20.0,1720,0.0,0,0,0.0,0
16348,2,1.0,1.0,999,0.0,0,0,0.0,0
16454,106,5.0,93.0,1298,20.0,0,0,1.0,1
16484,2,1.0,1.0,1896,0.0,0,0,0.0,0
16488,7,1.0,6.0,999,0.0,0,0,0.0,0
16530,4,1.0,3.0,999,0.0,0,0,0.0,0
16576,442,33.0,384.0,889,16.0,2,0,1.0,1
16578,3,1.0,1.0,999,0.0,0,0,0.0,0
16652,113,6.0,91.0,999,0.0,2,0,0.66667,0
16710,41,7.0,29.0,1737,0.0,0,0,0.0,0
16779,505,55.0,426.0,999,0.0,0,0,0.0,0
16842,4,1.0,1.0,999,0.0,0,0,0.0,0
16880,4,2.0,2.0,999,0.0,0,0,0.0,0
16967,365,45.0,298.0,999,0.0,0,0,0.0,0
17007,329,32.0,275.0,999,0.0,0,0,0.0,0
17130,9,1.0,6.0,999,0.0,0,0,0.0,0
17170,5,1.0,2.0,999,0.0,0,0,0.0,0
17216,5,1.0,2.0,999,0.0,0,0,0.0,0
17246,155,4.0,140.0,1298,6.041665,0,0,0.0,2
17600,398,31.0,343.0,514,22.0,2,0,1.0,2
17621,40,2.0,29.0,1298,19.0,0,0,0.0,1
17691,24,1.0,22.0,1723,0.0,0,0,0.0,0
17717,7,1.0,3.0,999,0.0,0,0,0.0,0
17719,2,1.0,1.0,999,0.0,0,0,0.0,0
17740,3,1.0,2.0,999,0.0,0,0,0.0,0
17791,548,66.0,427.0,999,0.0,0,0,1.0,0
17878,4,2.0,2.0,999,0.0,0,0,0.0,0
17946,5,2.0,3.0,999,0.0,0,0,0.0,0
17979,4,2.0,1.0,1762,0.0,0,0,0.0,0
18359,4,1.0,3.0,999,0.0,0,0,0.0,0
18436,3,1.0,2.0,999,0.0,0,0,0.92308,0
18495,4,2.0,2.0,999,0.0,0,0,0.0,0
18516,5,1.0,2.0,999,0.0,0,0,0.0,0
18664,5653,3780.0,1873.0,999,0.0,0,0,0.0,0
18683,4,1.0,3.0,999,0.0,0,0,0.0,0
18739,236,16.0,193.0,1580,0.0,1,0,1.0,1
18763,10,1.0,7.0,999,0.0,0,0,0.0,0
18853,6,1.0,2.0,999,0.0,0,0,0.0,0
18926,4,1.0,1.0,999,0.0,0,0,0.0,0
18945,2,1.0,1.0,999,0.0,0,0,0.0,0
18966,2,1.0,1.0,999,0.0,0,0,0.0,0
19345,43,2.0,34.0,1298,18.0,0,0,0.0,1
19513,4,1.0,3.0,999,0.0,0,0,0.0,0
19615,12,3.0,6.0,999,0.0,0,0,1.0,0
19622,655,78.0,556.0,1396,5.0,8,0,1.0,2
19636,10,1.0,5.0,999,0.0,0,0,0.0,0
19641,22,3.0,17.0,999,0.0,0,0,0.0,0
19707,6,1.0,2.0,999,0.0,0,0,0.0,0
19868,723,290.0,422.0,917,0.0,6,0,1.0,0
19899,5,1.0,3.0,1719,0.0,0,0,0.0,0
19911,4,1.0,3.0,999,0.0,0,0,0.0,0
20132,6,1.0,4.0,999,0.0,0,0,0.0,0
20155,3,1.0,2.0,999,0.0,0,0,0.0,0
20221,150,13.0,122.0,1928,0.0,0,0,1.0,0
20310,15,2.0,8.0,1714,0.0,0,0,0.0,0
20356,271,43.0,205.0,999,0.0,0,0,0.0,0
20387,3,1.0,1.0,999,0.0,0,0,0.0,0
20568,3,1.0,2.0,999,0.0,0,0,0.0,0
20730,2,1.0,1.0,999,0.0,0,0,0.0,0
20740,2,1.0,1.0,999,0.0,0,0,0.0,0
20742,37,3.0,32.0,500,0.0,0,0,0.0,0
20869,436,43.0,359.0,1810,0.0,0,0,0.42857,0
20891,2,1.0,1.0,999,0.0,0,0,0.0,0
20903,3,1.0,1.0,999,0.0,0,0,0.0,0
21136,14,2.0,5.0,999,0.0,0,0,0.0,0
21403,19,10.0,4.0,999,0.0,0,0,0.0,0
21407,49,23.0,9.0,999,0.0,0,0,0.0,0
21482,18,1.0,12.0,999,0.0,0,0,0.0,0
21485,4,2.0,2.0,999,0.0,0,0,0.0,0
21491,10,1.0,6.0,999,0.0,0,0,0.0,0
21559,5,2.0,2.0,999,0.0,0,0,0.0,0
21672,601,64.0,503.0,1559,0.0,1,0,1.0,1
21674,225,26.0,174.0,999,0.0,0,0,0.0,0
21805,7,1.0,6.0,1935,0.0,0,0,0.0,0
21808,4,1.0,3.0,1936,0.0,0,0,0.0,0
21816,2,1.0,1.0,999,0.0,0,0,0.0,0
21979,219,19.0,176.0,1936,0.0,2,0,1.0,0
22062,11,1.0,8.0,999,0.0,0,0,0.0,0
22065,3,1.0,2.0,999,0.0,0,0,0.0,0
22135,2,1.0,1.0,999,0.0,0,0,0.0,0
22326,281,27.0,225.0,999,0.0,2,0,1.0,0
22349,431,40.0,364.0,503,0.0,0,0,0.0,0
22448,397,26.0,345.0,999,0.0,2,0,1.0,0
22451,262,37.0,198.0,659,0.0,0,0,0.0,0
22517,446,55.0,371.0,1770,0.0,0,0,0.0,0
22628,24,6.0,17.0,999,0.0,0,0,0.0,0
22669,5,1.0,4.0,999,0.0,0,0,0.0,0
22674,10,3.0,4.0,1736,8.25,0,0,0.0,3
22684,14,6.0,4.0,999,0.0,0,0,0.0,0
22724,6,1.0,5.0,999,0.0,0,0,0.0,0
22799,457,36.0,390.0,859,0.0,2,0,0.8,0
22822,7,1.0,3.0,999,0.0,0,0,0.0,0
22993,2,1.0,1.0,999,0.0,0,0,0.0,0
23119,23,2.0,20.0,1576,0.0,0,0,0.0,0
23147,411,31.0,352.0,113,17.3125,2,0,1.0,6
23169,1874,1174.0,696.0,1711,0.0,0,0,0.0,0
23260,4,1.0,3.0,999,0.0,0,0,0.0,0
23385,1088,129.0,910.0,1565,28.190568571,1,0,0.5,11
23411,5,1.0,2.0,999,0.0,0,0,0.0,0
23429,31,1.0,24.0,1298,18.33333,0,0,0.0,1
23466,5,1.0,2.0,999,0.0,0,0,0.0,0
23467,15,1.0,13.0,999,0.0,0,0,0.0,0
23678,2,1.0,1.0,999,0.0,0,0,0.0,0
23904,13,3.0,10.0,999,0.0,0,0,0.0,0
24066,2,1.0,1.0,999,0.0,0,0,0.0,0
24097,2,1.0,1.0,999,0.0,0,0,0.0,0
24369,3,1.0,2.0,999,0.0,0,0,0.0,0
24491,3,1.0,1.0,999,0.0,0,0,0.0,0
24495,761,46.0,671.0,886,15.33333,1,0,0.4,1
24600,6,1.0,3.0,999,0.0,0,0,0.0,0
24657,8,1.0,7.0,999,0.0,0,0,0.0,0
24677,8,1.0,4.0,999,0.0,0,0,0.0,0
24727,4,1.0,2.0,999,0.0,0,0,0.0,0
24795,11,1.0,10.0,999,0.0,0,0,0.0,0
24823,11,2.0,9.0,999,0.0,0,0,0.0,0
24949,411,42.0,351.0,1775,0.0,0,0,0.0,0
25015,1,1.0,0.0,999,0.0,0,0,0.0,0
25139,4,1.0,3.0,999,0.0,0,0,0.0,0
25140,174,112.0,35.0,999,0.0,0,0,0.0,0
25158,16,3.0,11.0,999,0.0,0,0,0.0,0
25176,961,88.0,795.0,177,15.666666666,25,0,0.9,4
25188,4,1.0,2.0,364,0.0,0,0,0.0,0
25189,6,2.0,4.0,1786,0.0,0,0,0.0,0
25287,4,1.0,1.0,999,0.0,0,0,0.0,0
25295,2,1.0,1.0,999,0.0,0,0,1.0,0
25405,7,1.0,5.0,999,0.0,0,0,0.0,0
25439,12,1.0,10.0,999,0.0,0,0,0.0,0
25445,304,5.0,286.0,1298,19.0,0,0,0.0,1
25525,6,1.0,2.0,999,0.0,0,0,0.0,0
25752,5,1.0,2.0,999,0.0,0,0,0.0,0
25819,323,212.0,109.0,1713,0.0,0,0,0.0,0
26033,13,5.0,8.0,1448,0.0,0,0,0.0,0
26050,295,26.0,244.0,999,0.0,2,0,1.0,0
26345,13,4.0,5.0,999,0.0,0,0,0.0,0
26358,47,2.0,38.0,1298,20.0,0,0,1.0,1
26368,4,1.0,3.0,999,0.0,0,0,0.0,0
26396,12,3.0,6.0,999,0.0,0,0,0.0,0
26607,10,2.0,7.0,1716,0.0,0,0,0.88889,0
26698,15,5.0,6.0,999,0.0,0,0,0.5,3
26736,19,6.0,11.0,285,0.0,0,0,0.0,0
26869,16,2.0,13.0,999,0.0,0,0,0.0,0
27006,8,2.0,6.0,1906,0.0,0,0,0.0,0
27035,537,50.0,434.0,176,18.733333333,20,0,1.0,4
27065,7,1.0,4.0,999,0.0,0,0,0.0,0
27068,330,25.0,276.0,999,0.0,2,0,0.66667,0
27104,4,1.0,1.0,999,0.0,0,0,0.0,0
27126,12,1.0,6.0,1714,0.0,0,0,0.0,0
27205,3,1.0,2.0,999,0.0,0,0,0.0,0
27215,264,14.0,238.0,228,0.0,2,0,0.88889,1
27294,7,2.0,5.0,1781,0.0,0,0,0.0,0
27335,11,1.0,5.0,1712,0.0,0,0,0.0,0
27506,19,1.0,17.0,999,0.0,0,0,0.0,0
27567,17,2.0,15.0,1714,0.0,0,0,0.0,0
27658,6,1.0,5.0,999,0.0,0,0,0.0,0
27735,8,1.0,7.0,999,0.0,0,0,0.0,0
27753,4,1.0,3.0,1714,0.0,0,0,0.0,0
27868,3,1.0,2.0,999,0.0,0,0,0.0,0
27910,27,2.0,23.0,1702,0.0,0,0,0.0,0
27975,3,1.0,2.0,1896,0.0,0,0,0.0,0
27997,5,2.0,2.0,999,0.0,0,0,0.0,0
28002,4,1.0,2.0,999,0.0,0,0,0.0,0
28038,2,1.0,1.0,999,0.0,0,0,0.0,0
28135,26,4.0,16.0,581,0.0,0,0,0.0,0
28255,15,3.0,11.0,999,0.0,0,0,0.0,0
28265,345,28.0,303.0,1233,6.0,7,0,1.0,1
28316,6,2.0,4.0,999,0.0,0,0,0.0,0
28347,247,21.0,205.0,999,0.0,2,0,1.0,0
28381,7,1.0,6.0,999,0.0,0,0,0.0,0
28426,239,21.0,209.0,914,0.0,5,0,0.8,0
28446,4,1.0,1.0,999,0.0,0,0,0.0,0
28480,235,19.0,198.0,999,0.0,2,0,1.0,0
28566,50,6.0,36.0,1703,0.0,0,0,0.0,0
28588,16,5.0,9.0,999,0.0,0,0,0.0,0
28620,223,16.0,192.0,918,0.0,2,0,0.5,0
28642,220,28.0,182.0,1606,0.0,5,0,1.0,0
28660,430,41.0,367.0,175,0.0,15,0,0.90909,0
28663,328,42.0,265.0,999,0.0,0,0,0.0,0
28672,14,2.0,8.0,1722,0.0,0,0,0.0,0
28744,5,2.0,2.0,1876,0.0,0,0,1.0,0
28758,324,44.0,270.0,1604,0.0,5,0,1.0,0
28800,4,2.0,2.0,999,0.0,0,0,0.0,0
28847,17,1.0,12.0,1721,0.0,0,0,0.0,0
28879,33,4.0,26.0,1606,0.0,0,0,0.0,0
28888,713,60.0,625.0,999,0.0,0,0,0.0,0
28948,10,1.0,9.0,1573,0.0,0,0,0.0,0
28952,3,1.0,2.0,999,0.0,0,0,1.0,0
29018,4,1.0,3.0,1926,0.0,0,0,0.0,0
29074,390,28.0,315.0,1457,6.0,10,0,1.0,2
29101,34,2.0,32.0,36,0.0,0,0,0.0,0
29127,3,1.0,2.0,1905,0.0,0,0,0.0,0
29168,576,54.0,477.0,1517,0.0,1,0,1.0,1
29174,75,7.0,59.0,999,0.0,2,0,1.0,0
29235,276,25.0,246.0,913,0.0,2,0,0.66667,0
29292,467,53.0,392.0,1580,0.0,0,0,1.0,0
29297,4,1.0,1.0,999,0.0,0,0,0.0,0
29325,426,47.0,364.0,1457,6.0,8,0,1.0,1
29362,6,1.0,5.0,999,0.0,0,0,0.0,0
29366,5,2.0,3.0,1877,0.0,0,0,0.0,0
29452,16,3.0,11.0,858,0.0,0,0,1.0,0
29465,10,2.0,8.0,1724,0.0,0,0,0.0,0
29506,6,2.0,3.0,1898,0.0,0,0,0.0,0
29541,1122,157.0,941.0,1509,2.0,0,0,1.0,3
29592,2,1.0,1.0,999,0.0,0,0,0.0,0
29663,404,32.0,350.0,999,0.0,0,0,0.0,0
29805,14,2.0,4.0,999,0.0,0,0,0.0,0
29938,3,1.0,2.0,999,0.0,0,0,0.0,0
29984,9,1.0,4.0,1724,0.0,0,0,0.0,0
30089,26,8.0,13.0,1788,0.0,0,0,0.66667,0
30154,239,34.0,200.0,875,0.0,4,0,1.0,0
30157,338,30.0,280.0,1457,7.0,10,0,1.0,3
30161,892,108.0,726.0,63,8.31667,22,0,1.0,1
30168,532,46.0,456.0,184,8.03333,18,0,1.0,1
30345,169,9.0,145.0,1457,3.0,6,0,1.0,1
30383,5,2.0,3.0,999,0.0,0,0,0.0,0
30384,308,33.0,243.0,999,0.0,2,0,1.0,0
30423,335,38.0,263.0,999,0.0,2,0,1.0,0
30643,11,2.0,5.0,1722,0.0,0,0,0.0,0
30719,3,1.0,2.0,999,0.0,0,0,0.0,0
30742,17,3.0,10.0,999,0.0,0,0,0.0,0
30799,19,1.0,12.0,1711,0.0,0,0,0.0,0
30803,311,33.0,261.0,1457,5.0,9,0,1.0,1
30861,7,1.0,4.0,999,0.0,0,0,0.0,0
31028,2,1.0,1.0,999,0.0,0,0,0.0,0
31073,8,2.0,5.0,1719,0.0,0,0,0.0,0
31076,18,3.0,10.0,999,0.0,0,0,0.0,0
31098,488,53.0,409.0,603,0.0,5,0,1.0,0
31156,363,31.0,311.0,488,4.0,2,0,0.66667,2
31230,3,1.0,2.0,999,0.0,0,0,0.0,0
31250,6,1.0,3.0,999,0.0,0,0,0.0,0
31376,741,56.0,663.0,1513,0.0,0,0,1.0,0
31385,229,12.0,193.0,999,0.0,2,0,0.66667,0
31435,259,7.0,216.0,1517,0.0,2,0,1.0,2
31437,401,32.0,323.0,1476,0.0,2,0,1.0,2
31522,332,38.0,284.0,1606,0.0,5,0,1.0,0
31524,223,22.0,172.0,1606,0.0,4,0,1.0,0
31564,13,1.0,11.0,999,0.0,0,0,0.0,0
31566,29,3.0,19.0,1731,0.0,0,0,0.0,0
31575,1417,142.0,1214.0,176,8.8,13,0,0.13043,1
31577,2,1.0,1.0,1779,0.0,0,0,0.0,0
31648,3,1.0,2.0,999,0.0,0,0,0.0,0
31889,333,28.0,256.0,999,0.0,2,0,1.0,1
31949,355,37.0,294.0,999,0.0,0,0,0.0,0
31971,321,36.0,259.0,911,0.0,8,0,1.0,0
31977,204,14.0,170.0,999,0.0,0,0,0.0,0
31982,17,3.0,14.0,1751,0.0,0,0,1.0,0
31987,497,45.0,439.0,916,0.0,7,0,1.0,0
31989,561,58.0,480.0,659,6.0,9,0,1.0,1
32012,165,18.0,120.0,999,0.0,0,0,0.0,0
32031,214,12.0,188.0,918,0.0,6,0,1.0,0
32389,2,1.0,1.0,1895,0.0,0,0,0.0,0
32544,3,1.0,1.0,1897,0.0,0,0,0.0,0
32753,462,46.0,393.0,1382,6.0,10,0,1.0,2
32762,7,1.0,3.0,999,0.0,0,0,0.0,0
33000,517,41.0,451.0,999,0.0,0,0,0.0,0
33008,356,38.0,288.0,1585,0.0,0,0,0.0,0
33011,311,21.0,275.0,1788,0.0,0,0,0.0,0
33012,17,2.0,13.0,999,0.0,0,0,0.0,0
33015,263,18.0,232.0,1457,0.0,7,0,1.0,0
33024,49,3.0,41.0,999,0.0,0,0,1.0,0
33041,377,33.0,337.0,912,0.0,5,0,0.8,0
33073,6,1.0,3.0,999,0.0,0,0,0.0,0
33075,1693,915.0,758.0,910,0.0,8,0,1.0,0
33078,240,16.0,202.0,999,0.0,0,0,0.0,0
33083,477,45.0,410.0,999,0.0,0,0,1.0,0
33092,589,49.0,504.0,1522,0.0,2,0,0.88235,1
33115,378,33.0,338.0,917,0.0,3,0,1.0,0
33116,239,23.0,196.0,999,0.0,0,0,0.0,0
33118,301,48.0,219.0,1457,6.0,2,0,1.0,1
33127,262,29.0,216.0,877,0.0,4,0,1.0,0
33144,311,26.0,262.0,999,0.0,0,0,0.0,0
33145,259,32.0,207.0,1781,0.0,0,0,0.0,0
33147,8,1.0,7.0,1687,0.0,0,0,0.0,0
33153,612,47.0,537.0,1456,6.0,9,0,1.0,1
33155,7,2.0,5.0,1769,0.0,0,0,0.0,0
33167,20,3.0,17.0,1710,0.0,0,0,0.0,0
33172,360,40.0,307.0,914,0.0,7,0,0.95238,0
33174,1541,819.0,700.0,999,0.0,0,0,0.0,0
33182,4,2.0,2.0,1914,0.0,0,0,0.0,0
33196,313,26.0,251.0,1566,0.0,2,0,1.0,1
33197,546,53.0,465.0,1352,7.0,8,0,1.0,3
33198,495,36.0,422.0,999,0.0,0,0,0.0,0
33200,328,22.0,285.0,1552,0.0,0,0,0.0,0
33202,11,3.0,6.0,999,0.0,0,0,0.0,0
33203,12,2.0,6.0,1713,0.0,0,0,0.0,0
33216,334,37.0,279.0,999,0.0,0,0,0.0,0
33223,429,51.0,338.0,910,0.0,7,0,1.0,0
33224,309,32.0,245.0,1510,0.0,2,0,0.85714,1
33227,642,328.0,292.0,1517,0.0,1,0,0.92857,0
33234,415,30.0,367.0,212,0.0,1,0,0.4375,1
33237,286,30.0,230.0,999,0.0,0,0,0.0,0
33242,277,24.0,221.0,1517,0.0,2,0,1.0,1
33248,41,3.0,34.0,1720,0.0,0,0,0.0,0
33256,503,39.0,444.0,1457,4.0,9,0,0.9,3
33432,40,9.0,30.0,999,0.0,0,0,0.0,0
33788,3,1.0,2.0,999,0.0,0,0,0.0,0
33900,3,1.0,2.0,999,0.0,0,0,0.0,0
33942,3,1.0,1.0,999,0.0,0,0,0.0,0
34060,16,1.0,15.0,999,0.0,0,0,0.0,0
34072,8,2.0,6.0,999,0.0,0,0,0.0,0
34169,4,1.0,3.0,999,0.0,0,0,0.0,0
34192,3,1.0,2.0,999,0.0,0,0,0.0,0
34267,3,1.0,1.0,999,0.0,0,0,0.0,0
34364,3,1.0,1.0,999,0.0,0,0,0.0,0
34452,3,1.0,2.0,999,0.0,0,0,0.0,0
34638,2,1.0,1.0,999,0.0,0,0,0.0,0
34697,4,1.0,3.0,999,0.0,0,0,0.0,0
34773,3,1.0,2.0,999,0.0,0,0,0.0,0
35157,7,3.0,4.0,1762,0.0,0,0,0.0,0
35501,13,4.0,9.0,1925,0.0,0,0,0.0,0
35510,9,1.0,6.0,1782,0.0,0,0,0.0,0
35513,13,1.0,12.0,1715,0.0,0,0,0.0,0
35517,6,1.0,3.0,1633,0.0,0,0,0.0,0
35521,32,4.0,28.0,1526,0.0,0,0,1.0,0
35522,3,1.0,2.0,999,0.0,0,0,0.0,0
35524,17,2.0,10.0,1927,0.0,0,0,0.0,0
35527,11,1.0,6.0,1714,0.0,0,0,0.0,0
35541,9,1.0,5.0,1714,0.0,0,0,0.0,0
35549,13,4.0,9.0,1779,0.0,0,0,0.0,0
35554,69,12.0,45.0,1692,0.0,0,0,0.0,0
35555,5,1.0,2.0,999,0.0,0,0,0.0,0
35556,6,1.0,2.0,999,0.0,0,0,0.0,0
35557,5,2.0,3.0,1783,0.0,0,0,0.0,0
35560,4,1.0,2.0,999,0.0,0,0,0.0,0
35561,14,1.0,7.0,1714,0.0,0,0,0.0,0
35562,3,1.0,2.0,1713,0.0,0,0,1.0,0
35566,8,1.0,6.0,999,0.0,0,0,0.66667,0
35575,6,1.0,3.0,999,0.0,0,0,0.0,0
35581,5,1.0,3.0,999,0.0,0,0,0.0,0
35587,11,3.0,8.0,1676,0.0,0,0,0.0,0
35590,6,2.0,4.0,1722,0.0,0,0,0.0,0
35598,28,1.0,22.0,1724,0.0,0,0,0.0,0
35602,441,48.0,381.0,1936,0.0,0,0,0.0,0
35610,498,56.0,419.0,1788,0.0,0,0,1.0,0
35619,272,37.0,213.0,999,0.0,0,0,1.0,0
35620,27,3.0,19.0,1712,0.0,0,0,1.0,0
35622,424,23.0,390.0,999,0.0,0,0,0.0,0
35623,696,101.0,572.0,1421,0.0,0,0,0.0,0
35624,532,34.0,477.0,999,0.0,2,0,1.0,0
35640,4,1.0,1.0,999,0.0,0,0,0.0,0
35643,19,1.0,17.0,1726,0.0,0,0,0.0,0
35655,743,23.0,701.0,1562,0.0,0,0,0.0,0
35656,10,1.0,9.0,1726,0.0,0,0,0.0,0
35678,5,1.0,3.0,1408,0.0,0,0,0.0,0
35696,494,20.0,434.0,1584,0.0,0,0,0.0,0
35700,9,1.0,6.0,999,0.0,0,0,0.0,0
35704,4,1.0,3.0,1724,0.0,0,0,1.0,0
35717,24,5.0,15.0,1722,0.0,0,0,0.0,0
35727,16,5.0,11.0,1722,0.0,0,0,0.0,0
35730,4,1.0,3.0,1762,0.0,0,0,0.0,0
35731,1432,901.0,531.0,1784,0.0,0,0,0.0,0
35732,15,1.0,12.0,1732,0.0,0,0,0.0,0
35760,399,38.0,344.0,909,0.0,7,0,0.875,0
35773,344,28.0,285.0,872,0.0,2,0,0.33333,0
35784,419,66.0,335.0,1785,0.0,0,0,0.0,0
35918,2,1.0,1.0,999,0.0,0,0,0.0,0
35959,11,3.0,8.0,999,0.0,0,0,0.0,0
35966,12,3.0,7.0,999,0.0,0,0,0.0,0
36031,2,1.0,1.0,999,0.0,0,0,0.0,0
36050,2,1.0,1.0,999,0.0,0,0,0.0,0
36362,7,2.0,3.0,999,0.0,0,0,0.0,0
36438,7,2.0,5.0,999,0.0,0,0,0.0,0
36507,13,3.0,8.0,999,0.0,0,0,0.0,0
36813,7,1.0,5.0,999,0.0,0,0,0.0,0
36865,4,1.0,1.0,999,0.0,0,0,0.0,0
37205,5,1.0,2.0,999,0.0,0,0,0.0,0
37207,2,1.0,1.0,999,0.0,0,0,0.0,0
37261,6,2.0,3.0,999,0.0,0,0,0.0,0
37481,2,1.0,1.0,999,0.0,0,0,0.0,0
37675,3,1.0,2.0,999,0.0,0,0,0.0,0
37913,3,1.0,1.0,999,0.0,0,0,0.0,0
38161,30,3.0,22.0,999,0.0,0,0,0.0,0
38223,8,2.0,2.0,999,0.0,0,0,0.0,0
38286,4,1.0,1.0,999,0.0,0,0,0.0,0
38652,2,1.0,1.0,999,0.0,0,0,0.0,0
38883,214,18.0,178.0,1930,0.0,2,0,1.0,0
38907,498,36.0,426.0,1298,18.33333,2,0,0.85714,1
38927,296,21.0,251.0,999,0.0,2,0,1.0,0
38952,335,16.0,306.0,999,0.0,2,0,1.0,0
38956,187,13.0,146.0,1784,0.0,2,0,0.66667,0
38963,314,32.0,264.0,851,0.0,2,0,1.0,0
38965,439,24.0,382.0,854,0.0,2,0,1.0,0
38966,646,58.0,559.0,377,0.0,2,0,1.0,0
38967,341,31.0,278.0,891,0.0,2,0,1.0,0
38972,309,22.0,259.0,999,0.0,2,0,1.0,0
38978,425,25.0,378.0,999,0.0,2,0,0.66667,0
38980,352,31.0,286.0,999,0.0,2,0,0.57143,0
38991,187,25.0,157.0,885,0.0,2,0,1.0,0
39004,145,10.0,117.0,999,0.0,0,0,0.0,0
39013,488,65.0,383.0,1772,0.0,2,0,0.66667,0
39050,8,2.0,6.0,1711,0.0,0,0,0.0,0
39052,463,35.0,398.0,891,0.0,2,0,1.0,0
39054,971,69.0,842.0,1783,0.0,2,0,0.6,0
39100,2,1.0,1.0,999,0.0,0,0,0.0,0
39146,35,1.0,26.0,1298,19.0,0,0,0.0,1
39150,264,14.0,226.0,1298,10.0,2,0,0.66667,1
39162,112,3.0,98.0,1298,8.916665,0,0,1.0,2
39163,60,2.0,44.0,1298,13.90476,0,0,0.0,2
39166,607,46.0,529.0,178,8.56667,21,0,0.95455,1
39167,33,2.0,28.0,1298,20.0,0,0,0.0,1
39173,124,11.0,102.0,1296,8.208335,0,0,0.5,2
39174,33,2.0,26.0,1298,14.0,0,0,0.0,1
39195,88,14.0,62.0,1298,20.0,0,0,0.0,1
39197,49,3.0,39.0,1298,17.0,0,0,0.0,1
39200,49,2.0,38.0,1297,16.190473333,0,0,1.0,3
39201,649,30.0,588.0,803,19.0,2,0,1.0,1
39208,31,1.0,25.0,1298,19.0,0,0,0.0,1
39211,710,52.0,624.0,176,9.41667,21,0,0.82759,1
39217,9,1.0,7.0,1576,0.0,0,0,0.0,0
39228,8,1.0,5.0,999,0.0,0,0,0.0,0
39272,109,6.0,96.0,1298,10.75,0,0,0.0,2
39275,80,2.0,69.0,1298,9.0,0,0,0.0,2
39282,34,2.0,29.0,1298,19.0,0,0,1.0,1
39330,12,1.0,7.0,999,0.0,0,0,0.0,0
39339,340,42.0,284.0,1428,0.0,6,0,1.0,0
39343,794,76.0,635.0,1555,0.0,6,0,1.0,0
39393,510,55.0,388.0,1519,0.0,2,0,1.0,1
39400,785,98.0,642.0,1004,0.0,1,0,1.0,1
39404,4,1.0,3.0,999,0.0,0,0,0.66667,0
39409,203,25.0,144.0,999,0.0,1,0,0.66667,1
39440,2,1.0,1.0,999,0.0,0,0,0.0,0
39441,5,2.0,2.0,999,0.0,0,0,0.0,0
40635,3,1.0,1.0,999,0.0,0,0,0.0,0
40641,3,1.0,2.0,1895,0.0,0,0,0.0,0
42122,29,11.0,9.0,999,0.0,0,0,0.0,0
42733,3,1.0,2.0,999,0.0,0,0,0.0,0
42765,5,2.0,3.0,999,0.0,0,0,0.0,0
42788,26,2.0,24.0,999,0.0,0,0,0.0,0
42796,12,1.0,10.0,999,0.0,0,0,0.0,0
42806,6,2.0,4.0,1919,0.0,0,0,0.0,0
42877,26,4.0,18.0,999,0.0,0,0,0.0,0
42881,2,1.0,1.0,1831,0.0,0,0,0.5,0
42921,10,1.0,9.0,1731,0.0,0,1,0.0,0
42923,13,2.0,5.0,1690,0.0,0,0,0.0,0
42934,10,2.0,4.0,999,0.0,0,0,0.0,0
42937,2,1.0,1.0,1787,0.0,0,0,0.0,0
42944,5,0.0,4.0,999,0.0,0,0,0.0,0
43000,8,1.0,5.0,999,0.0,0,0,0.0,0
43010,288,28.0,229.0,999,0.0,0,0,0.0,0
43016,8,1.0,4.0,999,0.0,0,0,0.0,0
43027,13,4.0,9.0,999,0.0,0,0,1.0,0
43046,170,14.0,140.0,999,0.0,2,0,1.0,0
43067,10,1.0,7.0,999,0.0,0,0,0.0,0
43073,11,1.0,10.0,1440,0.0,0,0,0.0,0
43097,2,1.0,1.0,1935,0.0,0,0,0.0,0
43098,7,1.0,4.0,999,0.0,0,0,0.0,0
43107,4062,204.0,2874.0,0,0.0,0,1,0.8,0
43321,2,1.0,1.0,1887,0.0,0,0,1.0,0
43379,1776,86.0,665.0,17,0.0,0,0,0.0,0
43388,13490,377.0,11286.0,2,0.0,0,0,0.0,0
43429,10,0.0,5.0,1765,0.0,0,0,0.0,0
